hospital,date,ed_trolleys,ward_trolleys,total_trolleys,surge_open,delayed_transfers,over_24hrs_on_trolleys,over_75yrs_over_24hrs
National Rehabilitation Hospital,,0,0,0,0,0,0,0
St. Columcille's Hospital,,1,0,1,37,0,0,0
St Luke's General Hospital Kilkenny,,1,0,1,37,14,0,0
St. Michael's Hospital,,10,0,10,52,0,0,0
St. Vincent's University Hospital,,10,0,10,52,23,0,0
Tipperary University Hospital,,1,0,1,8,14,0,0
UH Waterford,,0,0,0,0,12,0,5
Wexford General Hospital,,5,7,12,16,12,0,0
Bantry General Hospital,,31,7,38,25,38,0,0
Cork University Hospital,,31,7,38,25,38,7,4
Mallow General Hospital,,3,7,0,7,3,0,0
Mercy University Hospital,,7,0,7,7,7,0,0
South Infirmary Victoria University Hospital,,4,16,0,16,4,0,0
UH Kerry,,16,0,16,13,16,0,0
Ennis Hospital,,0,0,0,0,0,0,0
Nenagh Hospital,,0,0,0,0,0,0,0
St. John's Hospital Limerick,,5,27,38,65,5,0,0
UH Limerick,,27,38,65,60,65,6,0
Galway University Hospital,,0,0,0,20,33,0,0
Letterkenny University Hospital,,6,5,0,24,24,0,0
Mayo University Hospital,,0,2,2,0,11,0,0
Portiuncula University Hospital,,4,0,2,0,0,0,0
Roscommon University Hospital,,8,1,11,12,8,0,0
Sligo University Hospital,,1,11,12,12,12,3,1
Beaumont Hospital,,6,0,6,6,0,0,11
Cavan General Hospital,,11,0,7,1,1,0,0
Connolly Hospital,,0,0,0,0,0,0,0
Louth County Hospital,,31,0,31,8,31,0,0
Mater Misericordiae University Hospital,,31,0,31,8,31,2,0
National Orthopaedic Hospital Cappagh,,0,0,0,22,0,0,0
Our Lady of Lourdes Hospital,,0,0,0,22,0,0,3
Our Lady's Hospital Navan,,3,0,3,13,0,0,0
CHI at Crumlin,,2,0,0,2,2,0,1
CHI at Tallaght,,1,0,1,0,2,0,0
CHI at Temple Street,,2,0,2,0,4,0,0
MRH Mullingar,,2,0,2,6,0,0,4
MRH Portlaoise,,4,0,4,0,0,0,0
MRH Tullamore,,0,0,0,0,6,0,0
Naas General Hospital,,1,0,1,2,13,0,0
St. James's Hospital,,3,0,3,19,32,0,0
St. Luke's Radiation Oncology Network,,24,0,24,18,24,0,0
Tallaght University Hospital,,24,0,24,18,24,0,0
National Rehabilitation Hospital,,0,0,0,0,0,0,0
St. Columcille's Hospital,,5,0,5,40,0,0,0
St Luke's General Hospital Kilkenny,,5,0,5,40,9,0,0
St. Michael's Hospital,,8,0,8,35,0,0,0
St. Vincent's University Hospital,,8,0,8,35,22,1,0
Tipperary University Hospital,,2,0,2,5,11,0,0
UH Waterford,,0,0,0,0,12,0,5
Wexford General Hospital,,5,7,12,16,12,1,0
Bantry General Hospital,,5,5,10,23,0,0,0
Cork University Hospital,,5,5,10,23,42,1,0
Mallow General Hospital,,3,5,0,8,3,0,0
Mercy University Hospital,,5,0,8,11,11,0,0
South Infirmary Victoria University Hospital,,4,12,0,12,4,0,0
UH Kerry,,12,0,12,12,12,7,0
Ennis Hospital,,0,0,0,0,0,0,0
Nenagh Hospital,,0,0,0,0,0,0,0
St. John's Hospital Limerick,,5,26,47,73,5,0,0
UH Limerick,,26,47,73,42,73,2,0
Galway University Hospital,,4,0,4,18,35,0,0
Letterkenny University Hospital,,2,3,5,0,24,2,0
Mayo University Hospital,,4,10,14,4,14,2,0
Portiuncula University Hospital,,3,4,7,4,7,0,0
Roscommon University Hospital,,6,4,11,15,6,0,0
Sligo University Hospital,,4,11,15,8,15,0,0
Beaumont Hospital,,0,0,0,0,0,0,11
Cavan General Hospital,,11,0,12,0,0,0,0
Connolly Hospital,,0,0,0,0,0,0,0
Louth County Hospital,,6,0,6,8,0,0,0
Mater Misericordiae University Hospital,,6,0,6,8,0,0,0
National Orthopaedic Hospital Cappagh,,0,0,0,16,0,0,0
Our Lady of Lourdes Hospital,,0,0,0,16,0,0,1
Our Lady's Hospital Navan,,1,0,1,1,0,0,0
CHI at Crumlin,,0,0,0,0,2,0,0
CHI at Tallaght,,1,0,1,0,2,0,0
CHI at Temple Street,,3,0,3,7,4,0,0
MRH Mullingar,,1,0,1,6,0,0,6
MRH Portlaoise,,6,0,6,0,1,0,0
MRH Tullamore,,0,0,0,0,6,0,0
Naas General Hospital,,0,0,0,0,15,0,0
St. James's Hospital,,7,0,7,18,34,0,0
St. Luke's Radiation Oncology Network,,12,0,0,0,0,0,0
Tallaght University Hospital,,12,0,0,3,3,0,0
National Rehabilitation Hospital,,0,0,0,0,0,0,0
St. Columcille's Hospital,,0,0,0,32,0,0,0
St Luke's General Hospital Kilkenny,,0,0,0,32,0,0,0
St. Michael's Hospital,,4,0,4,52,0,0,0
St. Vincent's University Hospital,,4,0,4,52,22,1,0
Tipperary University Hospital,,2,0,2,0,13,1,0
UH Waterford,,0,0,0,0,0,0,1
Wexford General Hospital,,1,3,4,13,2,0,0
Bantry General Hospital,,1,0,1,9,0,0,0
Cork University Hospital,,1,0,1,9,37,1,0
Mallow General Hospital,,4,5,0,0,4,0,0
Mercy University Hospital,,5,0,0,9,9,0,0
South Infirmary Victoria University Hospital,,5,2,0,2,5,0,0
UH Kerry,,2,0,2,12,21,0,0
Ennis Hospital,,0,0,0,0,0,0,0
Nenagh Hospital,,0,0,0,0,0,0,0
St. John's Hospital Limerick,,4,9,32,41,4,0,0
UH Limerick,,9,32,41,42,41,4,0
Galway University Hospital,,6,0,6,20,34,0,0
Letterkenny University Hospital,,3,2,5,1,27,1,0
Mayo University Hospital,,0,7,7,0,12,2,0
Portiuncula University Hospital,,5,0,3,0,0,0,0
Roscommon University Hospital,,6,1,5,6,6,0,0
Sligo University Hospital,,1,5,6,7,22,2,0
Beaumont Hospital,,0,0,0,0,17,0,17
Cavan General Hospital,,17,0,17,12,17,3,0
Connolly Hospital,,0,0,0,0,0,0,0
Louth County Hospital,,21,0,21,13,21,0,0
Mater Misericordiae University Hospital,,21,0,21,13,21,0,0
National Orthopaedic Hospital Cappagh,,10,0,10,20,0,0,0
Our Lady of Lourdes Hospital,,10,0,10,20,0,0,0
Our Lady's Hospital Navan,,0,0,0,3,0,0,0
CHI at Crumlin,,0,0,0,0,2,0,0
CHI at Tallaght,,0,0,0,0,2,0,0
CHI at Temple Street,,3,0,3,0,4,0,0
MRH Mullingar,,1,0,1,6,0,0,1
MRH Portlaoise,,1,0,1,8,0,0,0
MRH Tullamore,,0,0,0,0,6,0,0
Naas General Hospital,,2,1,3,0,15,0,0
St. James's Hospital,,6,0,6,17,34,0,0
St. Luke's Radiation Oncology Network,,13,0,16,0,0,0,0
Tallaght University Hospital,,13,0,16,4,4,0,0
National Rehabilitation Hospital,,0,0,0,0,0,0,0
St. Columcille's Hospital,,0,0,0,35,0,0,0
St Luke's General Hospital Kilkenny,,0,0,0,35,0,0,0
St. Michael's Hospital,,9,0,9,52,0,0,0
St. Vincent's University Hospital,,9,0,9,52,22,1,1
Tipperary University Hospital,,7,0,7,0,7,3,0
UH Waterford,,0,0,0,0,0,0,1
Wexford General Hospital,,1,0,1,13,0,0,0
Bantry General Hospital,,3,0,3,16,0,0,0
Cork University Hospital,,3,0,3,16,37,1,0
Mallow General Hospital,,4,7,0,7,4,0,0
Mercy University Hospital,,7,0,7,6,7,0,0
South Infirmary Victoria University Hospital,,5,1,0,1,5,0,0
UH Kerry,,1,0,1,14,21,0,0
Ennis Hospital,,0,0,0,0,0,0,0
Nenagh Hospital,,0,0,0,0,0,0,0
St. John's Hospital Limerick,,4,10,40,50,4,0,0
UH Limerick,,10,40,50,45,50,1,0
Galway University Hospital,,5,0,5,4,34,0,0
Letterkenny University Hospital,,4,2,6,1,27,1,0
Mayo University Hospital,,1,6,7,0,12,4,0
Portiuncula University Hospital,,4,0,5,1,1,0,0
Roscommon University Hospital,,6,3,4,7,6,0,0
Sligo University Hospital,,3,4,7,7,22,3,0
Beaumont Hospital,,4,0,4,6,0,0,3
Cavan General Hospital,,3,0,3,11,0,0,0
Connolly Hospital,,0,0,0,0,0,0,0
Louth County Hospital,,35,0,35,24,35,0,0
Mater Misericordiae University Hospital,,35,0,35,24,35,0,0
National Orthopaedic Hospital Cappagh,,16,0,16,0,0,0,0
Our Lady of Lourdes Hospital,,16,0,16,0,0,1,0
Our Lady's Hospital Navan,,1,0,1,4,0,0,0
CHI at Crumlin,,5,0,5,0,5,0,0
CHI at Tallaght,,1,0,1,0,2,0,0
CHI at Temple Street,,8,0,8,0,8,0,0
MRH Mullingar,,8,0,7,0,0,4,0
MRH Portlaoise,,4,0,4,10,0,0,0
MRH Tullamore,,0,0,0,0,6,0,0
Naas General Hospital,,11,4,15,5,15,0,0
St. James's Hospital,,18,0,18,19,18,0,0
St. Luke's Radiation Oncology Network,,29,10,39,19,39,0,0
Tallaght University Hospital,,29,10,39,19,39,2,0
National Rehabilitation Hospital,,0,0,0,0,0,0,0
St. Columcille's Hospital,,9,0,41,0,0,0,0
St Luke's General Hospital Kilkenny,,9,0,41,1,1,0,0
St. Michael's Hospital,,14,0,52,0,0,0,0
St. Vincent's University Hospital,,14,0,52,22,22,1,4
Tipperary University Hospital,,4,0,10,13,13,0,0
UH Waterford,,0,0,0,3,0,0,1
Wexford General Hospital,,1,1,2,14,0,0,0
Bantry General Hospital,,20,5,25,25,25,0,0
Cork University Hospital,,20,5,25,25,25,3,0
Mallow General Hospital,,4,13,0,13,4,0,0
Mercy University Hospital,,13,0,13,8,13,5,0
South Infirmary Victoria University Hospital,,5,6,0,6,5,0,0
UH Kerry,,6,0,6,12,20,0,0
Ennis Hospital,,0,0,0,0,0,0,0
Nenagh Hospital,,0,0,0,0,0,0,0
St. John's Hospital Limerick,,4,23,47,70,4,0,0
UH Limerick,,23,47,70,40,70,7,0
Galway University Hospital,,11,4,22,34,34,0,5
Letterkenny University Hospital,,5,3,7,27,27,0,2
Mayo University Hospital,,2,4,6,0,12,2,0
Portiuncula University Hospital,,5,0,6,1,1,0,0
Roscommon University Hospital,,6,8,6,14,6,0,0
Sligo University Hospital,,8,6,14,7,14,2,0
Beaumont Hospital,,12,0,9,0,0,11,0
Cavan General Hospital,,11,0,8,0,0,1,0
Connolly Hospital,,1,0,1,2,0,0,0
Louth County Hospital,,25,0,25,22,25,0,0
Mater Misericordiae University Hospital,,25,0,25,22,25,1,0
National Orthopaedic Hospital Cappagh,,14,0,21,0,0,0,0
Our Lady of Lourdes Hospital,,14,0,21,0,0,0,0
Our Lady's Hospital Navan,,0,0,0,0,0,0,0
CHI at Crumlin,,8,0,8,0,8,0,0
CHI at Tallaght,,1,0,1,0,2,0,0
CHI at Temple Street,,3,0,3,0,0,0,0
MRH Mullingar,,0,0,0,7,0,0,0
MRH Portlaoise,,0,0,0,5,0,0,0
MRH Tullamore,,0,0,0,0,6,0,0
Naas General Hospital,,14,4,18,5,18,2,0
St. James's Hospital,,28,0,28,26,28,3,0
St. Luke's Radiation Oncology Network,,28,11,39,20,39,0,0
Tallaght University Hospital,,28,11,39,20,39,4,0
National Rehabilitation Hospital,,0,0,0,0,0,0,0
St. Columcille's Hospital,,4,0,4,39,0,0,0
St Luke's General Hospital Kilkenny,,4,0,4,39,0,0,0
St. Michael's Hospital,,14,0,50,0,0,0,0
St. Vincent's University Hospital,,14,0,50,22,22,0,11
Tipperary University Hospital,,11,0,11,7,11,2,0
UH Waterford,,0,0,0,4,0,0,1
Wexford General Hospital,,1,2,3,11,11,0,0
Bantry General Hospital,,29,10,39,24,39,0,0
Cork University Hospital,,29,10,39,24,39,3,0
Mallow General Hospital,,4,14,4,18,4,0,0
Mercy University Hospital,,14,4,18,10,18,5,0
South Infirmary Victoria University Hospital,,5,13,0,13,5,0,0
UH Kerry,,13,0,13,13,13,1,0
Ennis Hospital,,0,0,0,0,0,0,0
Nenagh Hospital,,0,0,0,0,0,0,0
St. John's Hospital Limerick,,28,38,66,56,66,0,0
UH Limerick,,28,38,66,56,66,8,0
Galway University Hospital,,24,11,35,21,35,2,0
Letterkenny University Hospital,,11,5,16,7,16,1,0
Mayo University Hospital,,3,8,3,1,1,9,0
Portiuncula University Hospital,,9,0,9,5,9,0,0
Roscommon University Hospital,,5,9,9,18,5,0,0
Sligo University Hospital,,9,9,18,12,18,4,0
Beaumont Hospital,,5,0,5,7,13,0,13
Cavan General Hospital,,13,0,13,8,13,0,2
Connolly Hospital,,2,0,2,0,1,0,0
Louth County Hospital,,28,0,28,14,28,0,0
Mater Misericordiae University Hospital,,28,0,28,14,28,1,0
National Orthopaedic Hospital Cappagh,,5,0,5,19,0,0,0
Our Lady of Lourdes Hospital,,5,0,5,19,0,0,0
Our Lady's Hospital Navan,,0,0,0,6,0,0,0
CHI at Crumlin,,4,0,0,3,3,0,0
CHI at Tallaght,,0,0,0,0,2,0,0
CHI at Temple Street,,5,0,6,0,0,3,0
MRH Mullingar,,3,0,3,7,0,0,1
MRH Portlaoise,,1,0,1,3,0,0,0
MRH Tullamore,,0,0,0,1,6,0,0
Naas General Hospital,,5,3,8,3,8,0,0
St. James's Hospital,,29,0,29,26,29,1,0
St. Luke's Radiation Oncology Network,,24,15,39,19,39,0,0
Tallaght University Hospital,,24,15,39,19,39,0,0
National Rehabilitation Hospital,,0,0,0,0,0,0,0
St. Columcille's Hospital,,2,0,2,12,0,0,0
St Luke's General Hospital Kilkenny,,2,0,2,12,0,0,0
St. Michael's Hospital,,14,0,45,0,0,0,0
St. Vincent's University Hospital,,14,0,45,28,28,0,2
Tipperary University Hospital,,2,0,2,2,16,1,0
UH Waterford,,0,0,0,7,14,0,7
Wexford General Hospital,,7,7,14,13,14,0,0
Bantry General Hospital,,28,9,37,24,37,0,0
Cork University Hospital,,28,9,37,24,37,4,3
Mallow General Hospital,,3,13,4,17,3,0,0
Mercy University Hospital,,13,4,17,11,17,2,0
South Infirmary Victoria University Hospital,,5,7,0,7,5,0,0
UH Kerry,,7,0,7,14,21,2,1
Ennis Hospital,,0,0,0,0,0,0,0
Nenagh Hospital,,0,0,0,0,0,0,0
St. John's Hospital Limerick,,42,47,89,60,89,0,0
UH Limerick,,42,47,89,60,89,6,0
Galway University Hospital,,27,12,39,20,39,8,0
Letterkenny University Hospital,,6,3,8,28,28,0,0
Mayo University Hospital,,0,8,2,9,9,0,2
Portiuncula University Hospital,,2,0,2,0,0,0,0
Roscommon University Hospital,,5,10,8,18,5,0,0
Sligo University Hospital,,10,8,18,12,18,3,0
Beaumont Hospital,,5,0,5,1,0,0,10
Cavan General Hospital,,10,0,5,1,1,0,0
Connolly Hospital,,0,0,0,0,0,0,0
Louth County Hospital,,20,0,20,8,20,0,0
Mater Misericordiae University Hospital,,20,0,20,8,20,0,0
National Orthopaedic Hospital Cappagh,,8,0,8,17,0,0,0
Our Lady of Lourdes Hospital,,8,0,8,17,0,0,0
Our Lady's Hospital Navan,,0,0,0,6,0,0,0
CHI at Crumlin,,1,0,1,0,3,0,0
CHI at Tallaght,,0,0,0,0,2,0,0
CHI at Temple Street,,1,0,1,0,0,0,7
MRH Mullingar,,7,0,7,7,0,0,4
MRH Portlaoise,,4,0,4,0,0,0,0
MRH Tullamore,,0,0,0,0,7,0,0
Naas General Hospital,,3,2,1,10,10,0,32
St. James's Hospital,,32,0,32,24,32,6,0
St. Luke's Radiation Oncology Network,,18,8,26,18,26,0,0
Tallaght University Hospital,,18,8,26,18,26,0,0
National Rehabilitation Hospital,,0,0,0,0,0,0,0
St. Columcille's Hospital,,7,0,7,36,0,0,0
St Luke's General Hospital Kilkenny,,7,0,7,36,1,0,0
St. Michael's Hospital,,8,0,8,52,0,0,0
St. Vincent's University Hospital,,8,0,8,52,29,0,0
Tipperary University Hospital,,3,0,3,0,12,2,0
UH Waterford,,0,0,0,12,0,0,4
Wexford General Hospital,,4,1,5,11,10,1,0
Bantry General Hospital,,25,2,27,26,27,0,0
Cork University Hospital,,25,2,27,26,27,1,0
Mallow General Hospital,,3,13,0,13,3,0,0
Mercy University Hospital,,13,0,13,10,13,0,0
South Infirmary Victoria University Hospital,,5,7,0,7,5,0,0
UH Kerry,,7,0,7,14,19,0,0
Ennis Hospital,,0,0,0,0,0,0,0
Nenagh Hospital,,0,0,0,0,0,0,0
St. John's Hospital Limerick,,38,40,78,51,78,0,0
UH Limerick,,38,40,78,51,78,6,0
Galway University Hospital,,23,11,34,22,34,7,0
Letterkenny University Hospital,,4,5,0,27,27,0,2
Mayo University Hospital,,2,8,0,9,9,0,7
Portiuncula University Hospital,,7,0,7,0,7,0,0
Roscommon University Hospital,,7,8,10,18,7,0,0
Sligo University Hospital,,8,10,18,10,18,4,0
Beaumont Hospital,,0,0,0,4,0,0,5
Cavan General Hospital,,5,0,5,7,0,0,0
Connolly Hospital,,0,0,0,0,0,0,0
Louth County Hospital,,11,0,8,0,0,0,0
Mater Misericordiae University Hospital,,11,0,8,0,0,0,0
National Orthopaedic Hospital Cappagh,,8,0,8,20,0,0,0
Our Lady of Lourdes Hospital,,8,0,8,20,0,0,0
Our Lady's Hospital Navan,,0,0,0,1,0,0,0
CHI at Crumlin,,2,0,0,3,3,0,1
CHI at Tallaght,,1,0,1,0,2,0,0
CHI at Temple Street,,2,0,2,0,15,0,15
MRH Mullingar,,15,0,15,7,15,0,9
MRH Portlaoise,,9,0,7,0,0,0,0
MRH Tullamore,,0,0,0,0,6,0,0
Naas General Hospital,,10,3,13,0,13,0,0
St. James's Hospital,,19,0,19,32,19,2,0
St. Luke's Radiation Oncology Network,,16,5,21,19,21,0,0
Tallaght University Hospital,,16,5,21,19,21,0,0
National Rehabilitation Hospital,,0,0,0,0,0,0,0
St. Columcille's Hospital,,3,3,6,39,0,0,0
St Luke's General Hospital Kilkenny,,3,3,6,39,2,0,0
St. Michael's Hospital,,9,0,9,50,0,0,0
St. Vincent's University Hospital,,9,0,9,50,28,0,0
Tipperary University Hospital,,0,0,0,0,12,0,0
UH Waterford,,0,0,0,9,0,0,1
Wexford General Hospital,,1,2,3,13,0,0,0
Bantry General Hospital,,23,5,28,25,28,0,0
Cork University Hospital,,23,5,28,25,28,3,0
Mallow General Hospital,,3,6,0,6,3,0,0
Mercy University Hospital,,6,0,6,5,6,0,0
South Infirmary Victoria University Hospital,,6,7,0,7,6,0,0
UH Kerry,,7,0,7,14,18,0,0
Ennis Hospital,,0,0,0,0,0,0,0
Nenagh Hospital,,0,0,0,0,0,0,0
St. John's Hospital Limerick,,30,37,67,43,67,0,0
UH Limerick,,30,37,67,43,67,5,0
Galway University Hospital,,12,7,19,20,19,2,0
Letterkenny University Hospital,,2,0,2,1,30,0,0
Mayo University Hospital,,2,4,6,3,2,0,0
Portiuncula University Hospital,,0,0,0,0,0,0,0
Roscommon University Hospital,,6,0,9,10,6,0,0
Sligo University Hospital,,0,9,10,21,21,0,0
Beaumont Hospital,2024-06-01,0,0,0,0,0,0,0
Cavan General Hospital,2024-06-01,0,0,0,8,0,0,0
Connolly Hospital,2024-06-01,0,0,0,0,0,0,0
Louth County Hospital,2024-06-01,0,0,0,0,0,0,0
Mater Misericordiae University Hospital,2024-06-01,0,0,0,0,0,0,0
National Orthopaedic Hospital Cappagh,2024-06-01,0,0,0,5,0,0,0
Our Lady of Lourdes Hospital,2024-06-01,0,0,0,5,0,0,0
Our Lady's Hospital Navan,2024-06-01,0,0,0,0,0,0,0
CHI at Crumlin,2024-06-01,1,0,1,0,3,0,0
CHI at Tallaght,2024-06-01,0,0,0,0,2,0,0
CHI at Temple Street,2024-06-01,0,0,0,0,0,0,1
MRH Mullingar,2024-06-01,1,0,1,5,0,0,1
MRH Portlaoise,2024-06-01,1,0,1,10,0,0,0
MRH Tullamore,2024-06-01,0,0,0,0,0,0,2
Naas General Hospital,2024-06-01,2,0,2,0,10,0,0
St. James's Hospital,2024-06-01,4,0,4,18,36,1,0
St. Luke's Radiation Oncology Network,2024-06-01,8,0,8,22,0,0,0
Tallaght University Hospital,2024-06-01,8,0,8,22,0,0,0
National Rehabilitation Hospital,2024-06-01,0,0,0,0,0,0,0
St. Columcille's Hospital,2024-06-01,0,0,0,19,0,0,0
St Luke's General Hospital Kilkenny,2024-06-01,0,0,0,19,0,0,0
St. Michael's Hospital,2024-06-01,9,0,9,52,0,0,0
St. Vincent's University Hospital,2024-06-01,9,0,9,52,28,1,0
Tipperary University Hospital,2024-06-01,0,0,0,0,12,0,0
UH Waterford,2024-06-01,0,0,0,0,0,0,3
Wexford General Hospital,2024-06-01,3,0,3,11,0,0,0
Bantry General Hospital,2024-06-01,7,2,9,11,0,0,0
Cork University Hospital,2024-06-01,7,2,9,11,35,1,0
Mallow General Hospital,2024-06-01,3,3,0,3,3,0,0
Mercy University Hospital,2024-06-01,3,0,3,8,10,0,0
South Infirmary Victoria University Hospital,2024-06-01,5,7,0,7,5,0,0
UH Kerry,2024-06-01,7,0,7,11,18,0,0
Ennis Hospital,2024-06-01,0,0,0,0,0,0,0
Nenagh Hospital,2024-06-01,0,0,0,0,0,0,0
St. John's Hospital Limerick,2024-06-01,4,19,23,36,23,0,0
UH Limerick,2024-06-01,4,19,23,36,23,1,0
Galway University Hospital,2024-06-01,7,0,7,20,31,1,0
Letterkenny University Hospital,2024-06-01,1,0,1,0,28,0,0
Mayo University Hospital,2024-06-01,0,0,0,0,0,0,0
Portiuncula University Hospital,2024-06-01,0,0,0,0,0,0,0
Roscommon University Hospital,2024-06-01,6,6,2,10,6,0,0
Sligo University Hospital,2024-06-01,6,2,10,26,26,0,0
Beaumont Hospital,2024-06-02,0,0,0,0,0,0,5
Cavan General Hospital,2024-06-02,5,0,5,5,0,0,0
Connolly Hospital,2024-06-02,0,0,0,0,0,0,0
Louth County Hospital,2024-06-02,0,0,0,0,0,0,0
Mater Misericordiae University Hospital,2024-06-02,0,0,0,0,0,0,0
National Orthopaedic Hospital Cappagh,2024-06-02,0,0,0,15,0,0,0
Our Lady of Lourdes Hospital,2024-06-02,0,0,0,15,0,0,0
Our Lady's Hospital Navan,2024-06-02,0,0,0,0,0,0,0
CHI at Crumlin,2024-06-02,1,0,1,0,3,0,0
CHI at Tallaght,2024-06-02,1,0,1,0,2,0,0
CHI at Temple Street,2024-06-02,1,0,1,0,0,0,0
MRH Mullingar,2024-06-02,0,0,0,6,0,0,0
MRH Portlaoise,2024-06-02,0,0,0,6,0,0,0
MRH Tullamore,2024-06-02,0,0,0,0,7,0,7
Naas General Hospital,2024-06-02,7,0,7,0,7,0,0
St. James's Hospital,2024-06-02,3,0,3,17,36,0,0
St. Luke's Radiation Oncology Network,2024-06-02,13,0,14,0,0,0,0
Tallaght University Hospital,2024-06-02,13,0,14,1,1,0,0
National Rehabilitation Hospital,2024-06-02,0,0,0,0,0,0,0
St. Columcille's Hospital,2024-06-02,0,0,0,17,0,0,0
St Luke's General Hospital Kilkenny,2024-06-02,0,0,0,17,0,0,0
St. Michael's Hospital,2024-06-02,13,0,50,0,0,0,0
St. Vincent's University Hospital,2024-06-02,13,0,50,28,28,1,0
Tipperary University Hospital,2024-06-02,0,0,0,0,12,0,0
UH Waterford,2024-06-02,0,0,0,0,0,0,2
Wexford General Hospital,2024-06-02,2,0,2,13,0,0,0
Bantry General Hospital,2024-06-02,4,0,4,20,0,0,0
Cork University Hospital,2024-06-02,4,0,4,20,35,1,0
Mallow General Hospital,2024-06-02,3,4,0,7,3,0,0
Mercy University Hospital,2024-06-02,4,0,7,10,10,0,0
South Infirmary Victoria University Hospital,2024-06-02,5,9,0,11,5,0,0
UH Kerry,2024-06-02,9,0,11,21,21,0,0
Ennis Hospital,2024-06-02,0,0,0,0,0,0,0
Nenagh Hospital,2024-06-02,0,0,0,0,0,0,0
St. John's Hospital Limerick,2024-06-02,6,23,29,34,29,0,0
UH Limerick,2024-06-02,6,23,29,34,29,1,0
Galway University Hospital,2024-06-02,13,0,23,31,31,1,2
Letterkenny University Hospital,2024-06-02,2,0,2,0,28,0,0
Mayo University Hospital,2024-06-02,3,1,4,0,0,0,0
Portiuncula University Hospital,2024-06-02,0,0,0,0,0,0,0
Roscommon University Hospital,2024-06-02,6,3,6,10,6,0,0
Sligo University Hospital,2024-06-02,3,6,10,26,26,0,0
Beaumont Hospital,2024-06-03,0,0,0,11,0,0,3
Cavan General Hospital,2024-06-03,3,0,3,5,0,0,2
Connolly Hospital,2024-06-03,2,0,2,0,0,0,0
Louth County Hospital,2024-06-03,9,0,9,8,0,0,0
Mater Misericordiae University Hospital,2024-06-03,9,0,9,8,0,0,0
National Orthopaedic Hospital Cappagh,2024-06-03,9,0,9,14,0,0,0
Our Lady of Lourdes Hospital,2024-06-03,9,0,9,14,0,0,0
Our Lady's Hospital Navan,2024-06-03,0,0,0,0,0,0,0
CHI at Crumlin,2024-06-03,0,0,0,0,3,0,0
CHI at Tallaght,2024-06-03,0,0,0,0,2,0,0
CHI at Temple Street,2024-06-03,0,0,0,0,0,0,2
MRH Mullingar,2024-06-03,2,0,2,7,0,0,0
MRH Portlaoise,2024-06-03,0,0,0,4,0,0,0
MRH Tullamore,2024-06-03,0,0,0,0,6,0,6
Naas General Hospital,2024-06-03,6,0,6,0,6,0,0
St. James's Hospital,2024-06-03,6,0,6,19,36,1,0
St. Luke's Radiation Oncology Network,2024-06-03,15,0,17,0,0,0,0
Tallaght University Hospital,2024-06-03,15,0,17,5,5,0,0
National Rehabilitation Hospital,2024-06-03,0,0,0,0,0,0,0
St. Columcille's Hospital,2024-06-03,0,0,0,19,0,0,0
St Luke's General Hospital Kilkenny,2024-06-03,0,0,0,19,0,0,0
St. Michael's Hospital,2024-06-03,25,0,25,50,25,0,0
St. Vincent's University Hospital,2024-06-03,25,0,25,50,25,3,2
Tipperary University Hospital,2024-06-03,0,0,0,0,12,0,0
UH Waterford,2024-06-03,0,0,0,0,0,0,1
Wexford General Hospital,2024-06-03,1,5,6,11,0,0,0
Bantry General Hospital,2024-06-03,23,2,25,22,25,0,0
Cork University Hospital,2024-06-03,23,2,25,22,25,1,0
Mallow General Hospital,2024-06-03,3,4,0,7,3,0,0
Mercy University Hospital,2024-06-03,4,0,7,11,11,0,0
South Infirmary Victoria University Hospital,2024-06-03,5,17,0,17,5,0,0
UH Kerry,2024-06-03,17,0,17,14,17,2,0
Ennis Hospital,2024-06-03,0,0,0,0,0,0,0
Nenagh Hospital,2024-06-03,0,0,0,0,0,0,0
St. John's Hospital Limerick,2024-06-03,18,30,48,32,48,0,0
UH Limerick,2024-06-03,18,30,48,32,48,3,0
Galway University Hospital,2024-06-03,16,1,17,20,17,0,0
Letterkenny University Hospital,2024-06-03,0,1,1,5,28,1,0
Mayo University Hospital,2024-06-03,1,7,0,1,1,2,0
Portiuncula University Hospital,2024-06-03,2,0,2,0,0,0,0
Roscommon University Hospital,2024-06-03,6,3,8,11,6,0,0
Sligo University Hospital,2024-06-03,3,8,11,26,26,0,0
Beaumont Hospital,2024-06-04,0,0,0,2,12,0,12
Cavan General Hospital,2024-06-04,12,0,12,7,12,1,10
Connolly Hospital,2024-06-04,10,0,4,0,0,0,0
Louth County Hospital,2024-06-04,14,0,23,0,0,0,0
Mater Misericordiae University Hospital,2024-06-04,14,0,23,0,0,0,0
National Orthopaedic Hospital Cappagh,2024-06-04,19,0,19,22,19,0,0
Our Lady of Lourdes Hospital,2024-06-04,19,0,19,22,19,0,2
Our Lady's Hospital Navan,2024-06-04,2,0,2,0,0,0,0
CHI at Crumlin,2024-06-04,2,0,0,3,3,0,0
CHI at Tallaght,2024-06-04,0,0,0,0,2,0,0
CHI at Temple Street,2024-06-04,1,0,1,0,0,0,7
MRH Mullingar,2024-06-04,7,0,7,15,0,0,2
MRH Portlaoise,2024-06-04,2,0,2,7,0,0,0
MRH Tullamore,2024-06-04,0,0,0,0,14,0,11
Naas General Hospital,2024-06-04,11,3,14,10,14,0,0
St. James's Hospital,2024-06-04,23,0,23,20,23,0,0
